"ensembl_transcript_id","symbol","exp","chromosome_name","ensembl_gene_id","external_gene_name","transcript_length","gene_biotype","transcript_biotype","num_exons"
"ENST00000265896","SQLE-201","Downregulated","8","ENSG00000104549","SQLE",2962,"protein_coding","protein_coding",11
"ENST00000265963","GTF2H1-201","Downregulated","11","ENSG00000110768","GTF2H1",3012,"protein_coding","protein_coding",15
"ENST00000265986","IDE-201","Downregulated","10","ENSG00000119912","IDE",5894,"protein_coding","protein_coding",25
"ENST00000265993","TCTN3-201","Downregulated","10","ENSG00000119977","TCTN3",2734,"protein_coding","protein_coding",14
"ENST00000266014","GLT8D1-201","Downregulated","3","ENSG00000016864","GLT8D1",1856,"protein_coding","protein_coding",10
"ENST00000266087","FBXO7-201","Downregulated","22","ENSG00000100225","FBXO7",2060,"protein_coding","protein_coding",9
"ENST00000266126","EIF2B2-201","Upregulated","14","ENSG00000119718","EIF2B2",4304,"protein_coding","protein_coding",8
"ENST00000266458","GABARAPL1-201","Upregulated","12","ENSG00000139112","GABARAPL1",1883,"protein_coding","protein_coding",4
"ENST00000266481","DNM1L-201","Downregulated","12","ENSG00000087470","DNM1L",3101,"protein_coding","protein_coding",18
"ENST00000266483","ALG10-201","Downregulated","12","ENSG00000139133","ALG10",2913,"protein_coding","protein_coding",3
"ENST00000266529","ZCRB1-201","Downregulated","12","ENSG00000139168","ZCRB1",1808,"protein_coding","protein_coding",8
"ENST00000266544","NDUFA9-201","Upregulated","12","ENSG00000139180","NDUFA9",8356,"protein_coding","protein_coding",11
"ENST00000266556","TAPBPL-201","Upregulated","12","ENSG00000139192","TAPBPL",1781,"protein_coding","protein_coding",7
"ENST00000266563","PEX5-201","Upregulated","12","ENSG00000139197","PEX5",3252,"protein_coding","protein_coding",15
"ENST00000266604","LLPH-201","Downregulated","12","ENSG00000139233","LLPH",7728,"protein_coding","protein_coding",3
"ENST00000266646","INHBE-201","Downregulated","12","ENSG00000139269","INHBE",2460,"protein_coding","protein_coding",2
"ENST00000266659","GLIPR1-201","Downregulated","12","ENSG00000139278","GLIPR1",5812,"protein_coding","protein_coding",6
"ENST00000266970","CDK2-201","Downregulated","12","ENSG00000123374","CDK2",2240,"protein_coding","protein_coding",7
"ENST00000266987","TARBP2-201","Upregulated","12","ENSG00000139546","TARBP2",1510,"protein_coding","protein_coding",9
"ENST00000267102","LMBR1L-201","Upregulated","12","ENSG00000139636","LMBR1L",2295,"protein_coding","protein_coding",17
"ENST00000267103","MYG1-201","Upregulated","12","ENSG00000139637","MYG1",1202,"protein_coding","protein_coding",7
"ENST00000267115","TMBIM6-201","Downregulated","12","ENSG00000139644","TMBIM6",2837,"protein_coding","protein_coding",10
"ENST00000267257","PXN-202","Upregulated","12","ENSG00000089159","PXN",3835,"protein_coding","protein_coding",11
"ENST00000267328","RAB20-201","Upregulated","13","ENSG00000139832","RAB20",1507,"protein_coding","protein_coding",2
"ENST00000267488","SLC38A6-201","Downregulated","14","ENSG00000139974","SLC38A6",1605,"protein_coding","protein_coding",16
"ENST00000267522","WDR89-201","Downregulated","14","ENSG00000140006","WDR89",1687,"protein_coding","protein_coding",3
"ENST00000267750","EMC4-202","Downregulated","15","ENSG00000128463","EMC4",1019,"protein_coding","protein_coding",5
"ENST00000267812","MFAP1-201","Downregulated","15","ENSG00000140259","MFAP1",2043,"protein_coding","protein_coding",9
"ENST00000267842","SLC27A2-201","Upregulated","15","ENSG00000140284","SLC27A2",2384,"protein_coding","protein_coding",10
"ENST00000267853","MYZAP-201","Downregulated","15","ENSG00000263155","MYZAP",2398,"protein_coding","protein_coding",13
"ENST00000267869","GTF2A2-201","Downregulated","15","ENSG00000140307","GTF2A2",518,"protein_coding","protein_coding_CDS_not_defined",3
"ENST00000267953","BCL2A1-201","Upregulated","15","ENSG00000140379","BCL2A1",780,"protein_coding","protein_coding",2
"ENST00000267973","SKIC8-201","Downregulated","15","ENSG00000140395","SKIC8",1202,"protein_coding","protein_coding",11
"ENST00000268057","BBS4-201","Downregulated","15","ENSG00000140463","BBS4",2467,"protein_coding","protein_coding",16
"ENST00000268059","PML-202","Upregulated","15","ENSG00000140464","PML",3029,"protein_coding","protein_coding",8
"ENST00000268220","SEC11A-201","Downregulated","15","ENSG00000140612","SEC11A",1079,"protein_coding","protein_coding",6
"ENST00000268533","NUDT7-201","Downregulated","16","ENSG00000140876","NUDT7",1096,"protein_coding","protein_coding",4
"ENST00000268668","NDUFB10-201","Upregulated","16","ENSG00000140990","NDUFB10",675,"protein_coding","protein_coding",4
"ENST00000268695","GALNS-201","Downregulated","16","ENSG00000141012","GALNS",2344,"protein_coding","protein_coding",14
"ENST00000268699","GAS8-201","Downregulated","16","ENSG00000141013","GAS8",3094,"protein_coding","protein_coding",11
"ENST00000268711","MED9-201","Upregulated","17","ENSG00000141026","MED9",2209,"protein_coding","protein_coding",2
"ENST00000268797","GFOD2-201","Upregulated","16","ENSG00000141098","GFOD2",2018,"protein_coding","protein_coding",3
"ENST00000268802","NOB1-201","Upregulated","16","ENSG00000141101","NOB1",1716,"protein_coding","protein_coding",9
"ENST00000268896","PCTP-201","Downregulated","17","ENSG00000141179","PCTP",1972,"protein_coding","protein_coding",6
"ENST00000268933","EPN3-201","Upregulated","17","ENSG00000049283","EPN3",3879,"protein_coding","protein_coding",10
"ENST00000269025","LRRC46-201","Downregulated","17","ENSG00000141294","LRRC46",1885,"protein_coding","protein_coding",8
"ENST00000269097","G6PC3-201","Upregulated","17","ENSG00000141349","G6PC3",1573,"protein_coding","protein_coding",6
"ENST00000269137","SS18-201","Downregulated","18","ENSG00000141380","SS18",1836,"protein_coding","protein_coding",10
"ENST00000269228","NPC1-201","Downregulated","18","ENSG00000141458","NPC1",4760,"protein_coding","protein_coding",25
"ENST00000269260","ARRB2-201","Upregulated","17","ENSG00000141480","ARRB2",1778,"protein_coding","protein_coding",15
"ENST00000269305","TP53-201","Downregulated","17","ENSG00000141510","TP53",2512,"protein_coding","protein_coding",11
"ENST00000269321","ARHGDIA-201","Upregulated","17","ENSG00000141522","ARHGDIA",1837,"protein_coding","protein_coding",6
"ENST00000269346","TTYH2-201","Downregulated","17","ENSG00000141540","TTYH2",3433,"protein_coding","protein_coding",14
"ENST00000269373","FN3KRP-201","Upregulated","17","ENSG00000141560","FN3KRP",1822,"protein_coding","protein_coding",6
"ENST00000269385","CBX8-201","Upregulated","17","ENSG00000141570","CBX8",3752,"protein_coding","protein_coding",5
"ENST00000269389","SECTM1-201","Upregulated","17","ENSG00000141574","SECTM1",2003,"protein_coding","protein_coding",5
"ENST00000269967","CCDC97-201","Upregulated","19","ENSG00000142039","CCDC97",3329,"protein_coding","protein_coding",5
"ENST00000269980","BCKDHA-201","Upregulated","19","ENSG00000248098","BCKDHA",1742,"protein_coding","protein_coding",9
"ENST00000270014","ZNF155-201","Downregulated","19","ENSG00000204920","ZNF155",2612,"protein_coding","protein_coding",5
"ENST00000270077","PSG9-202","Downregulated","19","ENSG00000183668","PSG9",1707,"protein_coding","protein_coding",6
"ENST00000270221","EMP3-201","Downregulated","19","ENSG00000142227","EMP3",649,"protein_coding","protein_coding",5
"ENST00000270233","BCAM-201","Downregulated","19","ENSG00000187244","BCAM",2409,"protein_coding","protein_coding",15
"ENST00000270357","RNPEPL1-201","Upregulated","2","ENSG00000142327","RNPEPL1",5761,"protein_coding","protein_coding",11
"ENST00000270443","ZNF702P-202","Downregulated","19","ENSG00000293317","ZNF702P",3060,"lncRNA","lncRNA",4
"ENST00000270451","ZNF581-201","Upregulated","19","ENSG00000171425","ZNF581",1197,"protein_coding","protein_coding",2
"ENST00000270586","PSMB6-201","Upregulated","17","ENSG00000142507","PSMB6",824,"protein_coding","protein_coding",6
"ENST00000270625","RPS11-201","Upregulated","19","ENSG00000142534","RPS11",573,"protein_coding","protein_coding",5
"ENST00000271002","ITGB3BP-201","Upregulated","1","ENSG00000142856","ITGB3BP",961,"protein_coding","protein_coding",9
"ENST00000271064","TINAGL1-201","Downregulated","1","ENSG00000142910","TINAGL1",2207,"protein_coding","protein_coding",12
"ENST00000271277","CTTNBP2NL-201","Upregulated","1","ENSG00000143079","CTTNBP2NL",5864,"protein_coding","protein_coding",6
"ENST00000271308","PSMA5-201","Upregulated","1","ENSG00000143106","PSMA5",3815,"protein_coding","protein_coding",9
"ENST00000271375","SFT2D2-201","Upregulated","1","ENSG00000213064","SFT2D2",11040,"protein_coding","protein_coding",8
"ENST00000271452","NUF2-201","Downregulated","1","ENSG00000143228","NUF2",1964,"protein_coding","protein_coding",14
"ENST00000271526","PRCC-201","Downregulated","1","ENSG00000143294","PRCC",2068,"protein_coding","protein_coding",7
"ENST00000271764","EIF2D-201","Upregulated","1","ENSG00000143486","EIF2D",2011,"protein_coding","protein_coding",15
"ENST00000271836","ADAM15-201","Downregulated","1","ENSG00000143537","ADAM15",2799,"protein_coding","protein_coding",21
"ENST00000272065","ACP1-201","Downregulated","2","ENSG00000143727","ACP1",1474,"protein_coding","protein_coding",6
"ENST00000272067","ACP1-202","Downregulated","2","ENSG00000143727","ACP1",1474,"protein_coding","protein_coding",6
"ENST00000272164","WNT9A-201","Downregulated","1","ENSG00000143816","WNT9A",4005,"protein_coding","protein_coding",4
"ENST00000272274","RPL21-201","Upregulated","13","ENSG00000122026","RPL21",3657,"protein_coding","protein_coding",6
"ENST00000272369","MEIS1-201","Downregulated","2","ENSG00000143995","MEIS1",4566,"protein_coding","protein_coding",13
"ENST00000272430","RTKN-202","Upregulated","2","ENSG00000114993","RTKN",2221,"protein_coding","protein_coding",12
"ENST00000272462","MALL-201","Downregulated","2","ENSG00000144063","MALL",2317,"protein_coding","protein_coding",4
"ENST00000272521","TMEM177-201","Upregulated","2","ENSG00000144120","TMEM177",1363,"protein_coding","protein_coding",2
"ENST00000272542","SLC20A1-201","Downregulated","2","ENSG00000144136","SLC20A1",3297,"protein_coding","protein_coding",11
"ENST00000272732","SCRN3-201","Downregulated","2","ENSG00000144306","SCRN3",3052,"protein_coding","protein_coding",8
"ENST00000272902","SUMF1-201","Downregulated","3","ENSG00000144455","SUMF1",2147,"protein_coding","protein_coding",9
"ENST00000272937","HES6-201","Upregulated","2","ENSG00000144485","HES6",1368,"protein_coding","protein_coding",4
"ENST00000273047","RAB5A-201","Downregulated","3","ENSG00000144566","RAB5A",2518,"protein_coding","protein_coding",6
"ENST00000273075","DNPEP-201","Upregulated","2","ENSG00000123992","DNPEP",3825,"protein_coding","protein_coding",15
"ENST00000273130","DYNC1LI1-201","Downregulated","3","ENSG00000144635","DYNC1LI1",2485,"protein_coding","protein_coding",13
"ENST00000273156","SEC22C-202","Downregulated","3","ENSG00000093183","SEC22C",1608,"protein_coding","protein_coding",7
"ENST00000273258","ARL6IP5-201","Downregulated","3","ENSG00000144746","ARL6IP5",2134,"protein_coding","protein_coding",3
"ENST00000273359","ABHD10-201","Downregulated","3","ENSG00000144827","ABHD10",2604,"protein_coding","protein_coding",5
"ENST00000273695","TM4SF19-201","Downregulated","3","ENSG00000145107","TM4SF19",1026,"protein_coding","protein_coding",5
"ENST00000273968","PYURF-201","Downregulated","4","ENSG00000145337","PYURF",1311,"protein_coding","protein_coding",2
"ENST00000274065","RPS3A-201","Upregulated","4","ENSG00000145425","RPS3A",869,"protein_coding","protein_coding",6
"ENST00000274071","PDGFC-201","Downregulated","4","ENSG00000145431","PDGFC",2987,"protein_coding","nonsense_mediated_decay",7
"ENST00000274140","MARCHF6-201","Downregulated","5","ENSG00000145495","MARCHF6",9641,"protein_coding","protein_coding",26
"ENST00000274192","SRD5A1-201","Downregulated","5","ENSG00000145545","SRD5A1",7035,"protein_coding","protein_coding",5
"ENST00000274242","RPL37-201","Upregulated","5","ENSG00000145592","RPL37",7573,"protein_coding","protein_coding",4
"ENST00000274289","PLK2-201","Downregulated","5","ENSG00000145632","PLK2",2786,"protein_coding","protein_coding",14
"ENST00000274400","GTF2H2-201","Upregulated","5","ENSG00000145736","GTF2H2",1734,"protein_coding","protein_coding",16
"ENST00000274456","TNFAIP8-201","Downregulated","5","ENSG00000145779","TNFAIP8",795,"protein_coding","protein_coding",2
"ENST00000274496","YIPF5-201","Downregulated","5","ENSG00000145817","YIPF5",3144,"protein_coding","protein_coding",6
"ENST00000274569","PCYOX1L-201","Downregulated","5","ENSG00000145882","PCYOX1L",2507,"protein_coding","protein_coding",6
"ENST00000274606","NHP2-201","Upregulated","5","ENSG00000145912","NHP2",780,"protein_coding","protein_coding",4
"ENST00000274787","HIGD2A-201","Upregulated","5","ENSG00000146066","HIGD2A",654,"protein_coding","protein_coding",2
"ENST00000275493","EGFR-201","Upregulated","7","ENSG00000146648","EGFR",9905,"protein_coding","protein_coding",28
"ENST00000275517","CDCA5-201","Upregulated","11","ENSG00000146670","CDCA5",2475,"protein_coding","protein_coding",6
"ENST00000275603","CCT6A-201","Upregulated","7","ENSG00000146731","CCT6A",2584,"protein_coding","protein_coding",14
"ENST00000275607","SUMF2-201","Upregulated","7","ENSG00000129103","SUMF2",1894,"protein_coding","protein_coding",8
"ENST00000275767","TMEM140-201","Downregulated","7","ENSG00000146859","TMEM140",1997,"protein_coding","protein_coding",2
"ENST00000276062","NDUFB11-201","Upregulated","X","ENSG00000147123","NDUFB11",587,"protein_coding","protein_coding",3
"ENST00000276079","NONO-201","Upregulated","X","ENSG00000147140","NONO",2661,"protein_coding","protein_coding",12
"ENST00000276096","EBP-201","Downregulated","X","ENSG00000147155","EBP",904,"protein_coding","protein_coding_CDS_not_defined",5
"ENST00000276282","MFHAS1-201","Upregulated","8","ENSG00000147324","MFHAS1",6399,"protein_coding","protein_coding",3
"ENST00000276390","ATP6V1B2-201","Downregulated","8","ENSG00000147416","ATP6V1B2",2856,"protein_coding","protein_coding",14
"ENST00000276500","RGS20-201","Downregulated","8","ENSG00000147509","RGS20",1715,"protein_coding","protein_coding",5
"ENST00000276569","ARMC1-201","Downregulated","8","ENSG00000104442","ARMC1",3000,"protein_coding","protein_coding",7
"ENST00000276585","MRPS28-201","Upregulated","8","ENSG00000147586","MRPS28",838,"protein_coding","protein_coding",3
"ENST00000276590","LACTB2-201","Downregulated","8","ENSG00000147592","LACTB2",1526,"protein_coding","protein_coding",7
"ENST00000276602","TERF1-201","Downregulated","8","ENSG00000147601","TERF1",3268,"protein_coding","protein_coding",9
"ENST00000276692","TATDN1-201","Downregulated","8","ENSG00000147687","TATDN1",1029,"protein_coding","protein_coding",12
"ENST00000276704","C8orf76-201","Downregulated","8","ENSG00000189376","C8orf76",1310,"protein_coding","protein_coding",6
"ENST00000276914","PLIN2-201","Downregulated","9","ENSG00000147872","PLIN2",1897,"protein_coding","protein_coding",8
"ENST00000277415","OLFM1-202","Downregulated","9","ENSG00000130558","OLFM1",1014,"protein_coding","protein_coding",4
"ENST00000277458","ASB6-201","Upregulated","9","ENSG00000148331","ASB6",4603,"protein_coding","protein_coding",6
"ENST00000277480","LCN2-201","Upregulated","9","ENSG00000148346","LCN2",820,"protein_coding","protein_coding",7
"ENST00000277632","MINDY3-201","Downregulated","10","ENSG00000148481","MINDY3",2364,"protein_coding","protein_coding",15
"ENST00000277746","NRBF2-201","Downregulated","10","ENSG00000148572","NRBF2",1813,"protein_coding","protein_coding",4
"ENST00000277900","ADD3-201","Downregulated","10","ENSG00000148700","ADD3",4337,"protein_coding","protein_coding",14
"ENST00000278100","BCCIP-201","Downregulated","10","ENSG00000107949","BCCIP",1234,"protein_coding","protein_coding",7
"ENST00000278174","BTBD10-201","Downregulated","11","ENSG00000148925","BTBD10",2439,"protein_coding","protein_coding",9
"ENST00000278353","HSD17B12-201","Downregulated","11","ENSG00000149084","HSD17B12",2396,"protein_coding","protein_coding",11
"ENST00000278505","ENDOD1-201","Downregulated","11","ENSG00000149218","ENDOD1",4651,"protein_coding","protein_coding",2
"ENST00000278618","AASDHPPT-201","Downregulated","11","ENSG00000149313","AASDHPPT",2767,"protein_coding","protein_coding",6
"ENST00000278671","LAMTOR1-201","Upregulated","11","ENSG00000149357","LAMTOR1",1089,"protein_coding","protein_coding",5
"ENST00000278780","OVOL2-201","Upregulated","20","ENSG00000125850","OVOL2",1583,"protein_coding","protein_coding",4
"ENST00000278856","WDR74-201","Upregulated","11","ENSG00000133316","WDR74",1219,"protein_coding","protein_coding",11
"ENST00000278937","MPZL2-201","Downregulated","11","ENSG00000149573","MPZL2",2622,"protein_coding","protein_coding",6
