R1_H1975 R2_H1975 R3_H1975 R1_HCC827 R2_HCC827 R3_HCC827
ENSG00000305249 0 1 0 0 0 0
ENSG00000305250 0 0 0 1 0 0
ENSG00000305251 81 66 68 56 30 36
ENSG00000305254 3 2 4 0 0 0
ENSG00000305259 2 1 0 1 0 0
ENSG00000305260 2 0 1 1 0 0
ENSG00000305264 0 1 0 1 0 0
ENSG00000305265 91 82 80 50 34 36
ENSG00000305269 4 7 5 11 5 11
ENSG00000305271 9 2 3 6 6 8
ENSG00000305275 5 3 2 1 0 0
ENSG00000305277 2 6 4 1 0 0
ENSG00000305278 5 3 5 0 0 0
ENSG00000305282 1 0 0 0 0 0
ENSG00000305283 5 4 7 8 6 5
ENSG00000305284 3 0 1 1 1 3
ENSG00000305285 0 0 0 5 0 0
ENSG00000305286 3 0 0 0 5 0
ENSG00000305287 35 28 41 4 6 6
ENSG00000305288 0 26 0 0 0 0
ENSG00000305290 5 1 1 1 0 0
ENSG00000305295 0 0 0 0 1 0
ENSG00000305298 1 0 0 0 0 0
ENSG00000305299 6 11 4 6 1 3
ENSG00000305300 12 8 10 1 0 0
ENSG00000305301 3 1 0 3 0 0
ENSG00000305306 0 3 0 0 0 1
ENSG00000305307 0 0 0 0 0 1
ENSG00000305308 0 0 0 1 0 0
ENSG00000305313 15 16 34 37 22 30
ENSG00000305316 0 0 2 0 0 0
ENSG00000305317 13 8 5 2 3 0
ENSG00000305319 5 5 13 3 3 4
ENSG00000305322 1 0 0 0 0 0
ENSG00000305323 0 5.00001 2 1 0 0
ENSG00000305326 0 1 0 0 0 0
ENSG00000305331 0 0 1 0 0 0
ENSG00000305335 14 11 19 2 1 2
ENSG00000305336 0 1 1 0 0 0
ENSG00000305337 19 31 21 26 21 12
ENSG00000305338 6 2 2 4 3 2
ENSG00000305340 0 1 0 0 0 0
ENSG00000305344 0 0 1 0 1 0
ENSG00000305347 0 0 0 0 0 1
ENSG00000305349 0 11 6 0 0 0
ENSG00000305351 0 0 0 12 8 5
ENSG00000305352 5 3 4 3 3 5
ENSG00000305353 0 1 0 7 2 3
ENSG00000305354 83 70 80 459 435 322
ENSG00000305356 7 9 9 0 0 1
ENSG00000305358 0 0 1 0 0 0
ENSG00000305359 0 0 0 2 0 0
ENSG00000305360 3 0 0 0 0 0
ENSG00000305361 0 0 2 2 0 0
ENSG00000305362 16 23 14 2 1 1
ENSG00000305363 0 0 0 0 0 1
ENSG00000305368 0 1 0 0 0 0
ENSG00000305370 1 1 0 1 0 2
ENSG00000305371 26 35 1 0 0 7
ENSG00000305372 5 0 1 0 0 0
ENSG00000305374 1 0 0 0 0 0
ENSG00000305377 0 5 1 0 0 0
ENSG00000305378 9 3 8 2 1 1
ENSG00000305382 0 0 0 0 0 1
ENSG00000305383 12 5 7 1 3 3
ENSG00000305385 6 3 8 2 0 3
ENSG00000305386 8 4 5 0 0 0
ENSG00000305388 0 0 0 3 0 0
ENSG00000305391 1 0 0 0 0 0
ENSG00000305395 3 1 2 4 4 6
ENSG00000305396 2 0 0 3 6 1
ENSG00000305397 1 2 2 2 0 0
ENSG00000305400 1 0 2 0 2 0
ENSG00000305402 82 82 68 133 84 99
ENSG00000305404 1 0 5 2 7 1
ENSG00000305409 0 0 0 1 1 0
ENSG00000305411 3 1 0 0 0 1
ENSG00000305414 2 2 1 2 0 0
ENSG00000305415 0 0 1 0 0 0
ENSG00000305416 4 12 4 31 15 26
ENSG00000305418 2 0 1 0 3 0
ENSG00000305419 0 0 0 0 1 0
ENSG00000305420 1 0 1 0 0 0
ENSG00000305424 0 2 0 0 0 1
ENSG00000305425 1 0 5 0 0 0
ENSG00000305429 3 8 6 14 14 17
ENSG00000305430 0 2 0 0 0 0
ENSG00000305431 0 0 0 1 0 0
ENSG00000305433 1 2 4 4 13 5
ENSG00000305434 0 1 0 0 0 0
ENSG00000305436 1 3 2 7 1 0
ENSG00000305438 1 0 0 2 0 0
ENSG00000305442 4 8 4 0 1 1
ENSG00000305444 3 1 0 0 1 1
ENSG00000305447 0 0 1 0 0 0
ENSG00000305449 12 5 7 2 2 1
ENSG00000305450 4 0 1 0 0 0
ENSG00000305451 10 1 1 1 3 4
ENSG00000305453 0 1 1 0 2 0
ENSG00000305454 1 2 3 2 3 0
ENSG00000305455 12 19 17.00001 12 18 11
ENSG00000305457 1 2 0 2 1 2
ENSG00000305462 0 0 1 3 1 3
ENSG00000305463 5 7 4 1 0 0
ENSG00000305464 10 7 6 0 0 0
ENSG00000305465 0 0 0 1 0 0
ENSG00000305466 0 1 0 0 0 0
ENSG00000305468 0 0 2 0 0 0
ENSG00000305469 0 0 0 1 0 0
ENSG00000305470 1 0 1 1 0 0
ENSG00000305473 14 7 7 1 0 0
ENSG00000305474 12 7 11 2 0 0
ENSG00000305475 0 1 1 0 1 0
ENSG00000305477 25 19 14 12 12 14
ENSG00000305480 0 0 0 0 0 1
ENSG00000305481 0 0 1 0 0 0
ENSG00000305482 5 1 1 0 3 0
ENSG00000305485 7 4 6 3 6 6
ENSG00000305487 8 4 6 0 0 0
ENSG00000305488 0 0 0 0 2 0
ENSG00000305490 0 1 1 0 0 0
ENSG00000305493 21 23 26 24 11 15
ENSG00000305494 2 1 0 1 0 0
ENSG00000305495 0 2 0 0 0 0
ENSG00000305498 0 1 0 0 1 1
ENSG00000305499 0 1 1 2 2 0
ENSG00000305500 1 0 0 0 0 0
ENSG00000305501 40 33 35 5 0 5
ENSG00000305502 3 1 0 4 3 0
ENSG00000305507 1 0 0 0 0 0
ENSG00000305508 1 1 0 62 43 57
ENSG00000305510 0 0 2 0 0 0
ENSG00000305512 1061.99999 940.99999 835 985 602 688.00001
ENSG00000305513 213 147 167 328 298 193
ENSG00000305519 2 1 3 24 8 23
ENSG00000305520 0 2 3 1 0 1
ENSG00000305521 2 0 0 0 0 0
ENSG00000305524 0 0 0 9 0 2
ENSG00000305528 18 24 10 27 31 24
ENSG00000305529 1 0 0 0 0 0
ENSG00000305531 1 1 5 9 2 3
ENSG00000305532 0 0 1 0 0 0
ENSG00000305533 8 11 12 0 0 0
ENSG00000305537 3 3 5 5 4 2
ENSG00000305538 0 0 0 1 0 0
ENSG00000305541 1 2 0 0 0 1
ENSG00000305542 7 0 3 6 7 7
ENSG00000305543 0 0 0 7 9 15
ENSG00000305547 4 3 1 1 1 3
ENSG00000305550 3 0 0 0 0 0
ENSG00000305552 0 0 0 0 1 1
ENSG00000305553 1 0 0 0 0 0
ENSG00000305556 0 0 1 0 0 0
ENSG00000305563 0 0 0 2 0 1
ENSG00000305565 13 7 5 4 5 2
ENSG00000305566 0 0 2 0 0 0
ENSG00000305567 1 0 1 1 7 5
ENSG00000305570 5 2 2 0 2 1
ENSG00000305574 13 5 10 28 7 33
ENSG00000305576 4 8 4 4 3 4
ENSG00000305577 0 0 0 0 0 1
ENSG00000305578 0 0 0 1 2 0
ENSG00000305583 2 0 0 0 0 0
ENSG00000305585 3 4 3 0 0 2
ENSG00000305586 0 1 32 0 0 0
ENSG00000305587 17 9 20 0 3 0
ENSG00000305589 2 3 2 3 0 4
ENSG00000305592 4 3 4 5 6 4
ENSG00000305594 14 17 12 3 0 1
ENSG00000305596 3 5 3 5 2 5
ENSG00000305599 7 14 9 0 3 2
ENSG00000305602 15 19 21 12 19 42
ENSG00000305605 0 1 0 0 0 0
ENSG00000305606 0 2 0 0 0 0
ENSG00000305608 10 16 7 6 21 10
ENSG00000305609 10 16 5 6 0 0
ENSG00000305611 7 6 5 3 2 3
ENSG00000305613 1 0 0 4 0 0
ENSG00000305614 1 0 0 0 0 2
ENSG00000305617 0 1 0 3 0 0
ENSG00000305620 5 3 7 10 1 4
ENSG00000305622 0 2 2 1 2 4
ENSG00000305623 15 12 10 8 7 3
ENSG00000305625 0 1 0 0 0 0
ENSG00000305627 0 2 1 0 0 0
ENSG00000305630 4 1 0 0 0 0
ENSG00000305631 1 2 1 0 0 0
ENSG00000305635 145 104 63 120 42 62.00001
ENSG00000305639 17 22 18 0 0 0
ENSG00000305640 9 1 4 7 2 0
ENSG00000305641 162 152 145 0 0 0
ENSG00000305642 0 29 33 0 0 0
ENSG00000305645 0 0 1 0 0 0
ENSG00000305647 177 114 101 90 62 60
ENSG00000305649 0 2 0 0 0 0
ENSG00000305650 1 0 1 3 0 0
ENSG00000305652 13 27 23 4 0 1
ENSG00000305653 0 0 0 22 10 7
ENSG00000305656 70 76 48.99999 56.99999 30 19
ENSG00000305659 4 12 5 0 0 0
ENSG00000305660 0 0 1 0 0 0
ENSG00000305661 1 0 0 0 0 0
ENSG00000305662 2 0 1 0 3 0
ENSG00000305663 1 1 1 0 0 0
ENSG00000305670 0 0 1 0 0 0
ENSG00000305675 35 27 28 0 1 0
ENSG00000305676 21 15 11 9 10 18
ENSG00000305677 1 1 0 0 1 2
ENSG00000305678 0 2 0 0 0 0
ENSG00000305681 1 1 1 0 1 0
ENSG00000305682 1 1 1 0 0 0
ENSG00000305683 3 0 1 1 1 3
ENSG00000305685 1 0 0 3 0 0
ENSG00000305687 1 0 4 0 1 0
ENSG00000305689 1 0 0 0 0 0
ENSG00000305690 0 0 0 5 4 0
ENSG00000305697 0 1 0 0 0 0
ENSG00000305699 8 2 0 1 8 2
ENSG00000305702 33 29 19 150 129 116
ENSG00000305704 3 0 2 2 3 1
ENSG00000305710 2 3 0 0 0 3
ENSG00000305711 0 0 0 0 2 0
ENSG00000305712 0 0 2 2 0 0
ENSG00000305717 0 0 0 0 2 0
ENSG00000305719 1 0 0 0 0 0
ENSG00000305721 0 0 0 2 0 1
ENSG00000305722 24 17 13 10 2 10
ENSG00000305724 0 3 1 0 0 0
ENSG00000305727 0 0 1 0 1 0
ENSG00000305730 4 2 2 4 1 6
ENSG00000305731 16 14 12 16 11 14
ENSG00000305734 3 0 2 0 0 0
ENSG00000305735 2 2 1 0 3 0
ENSG00000305736 2 2 4 2 4 6
ENSG00000305737 5 4 7 9 4 6
ENSG00000305739 0 1 1 3 0 1
ENSG00000305742 0 0 0 0 2 0
ENSG00000305744 176 152 208 2 0 0
ENSG00000305746 14 11 4 1 8 2
ENSG00000305749 0 0 1 0 2 0
ENSG00000305754 2 1 0 0 0 0
ENSG00000305756 8 21 10 23 36 6
ENSG00000305757 0 3 0 0 0 0
ENSG00000305759 1 2 0 0 0 0
ENSG00000305760 9 7 5 0 4 1
ENSG00000305761 0 0 0 0 0 1
ENSG00000305762 394.99999 399 488 9 5 4
ENSG00000305764 3 0 0 0 0 1
ENSG00000305765 3 6 10 1 2 2
ENSG00000305766 0 1 0 3 0 0
ENSG00000305767 1 7 6 4 2 1
ENSG00000305770 86 67.99998 92 29 33 21
ENSG00000305775 3 4 2 0 0 1
ENSG00000305778 0 0 1 3 0 0
ENSG00000305780 25 20 25 23 5 15
ENSG00000305781 2 1 2 0 0 0
ENSG00000305782 107 81 67 86 34 67
ENSG00000305783 1 0 0 0 0 0
ENSG00000305784 0 0 0 0 2 0
ENSG00000305786 10 5 3 2 3 2
ENSG00000305788 0 0 0 5 0 0
ENSG00000305789 19 17 9 12 12 20
ENSG00000305791 6 1 8 0 0 0
ENSG00000305796 1 0 0 0 0 0
ENSG00000305798 2 0 1 0 1 1
ENSG00000305799 7 3 5 0 0 0
ENSG00000305802 0.99999 0 0 1 0 0
ENSG00000305803 0 0 1 0 0 0
ENSG00000305805 16 23 20 7 3 0
ENSG00000305816 6 10 2 0 1 0
ENSG00000305818 0 0 0 1 0 0
ENSG00000305819 1 0 0 0 0 0
ENSG00000305820 3 6 3 6 2 1
ENSG00000305822 0 1 0 0 0 0
ENSG00000305824 19 22 13 7 3 6
ENSG00000305828 4 1 4 0 2 0
ENSG00000305829 0 1 0 0 0 1
ENSG00000305830 50 14 22 15 71.00001 5
ENSG00000305831 2 0 0 0 0 0
ENSG00000305832 0 3 0 1 0 0
ENSG00000305834 0 0 0 0 1 1
ENSG00000305835 1 1 0 0 0 0
ENSG00000305836 1 9 7 32 3 1
ENSG00000305839 9 9 9 1 0 2
ENSG00000305844 1 0 1 0 0 0
ENSG00000305847 33 19 25 22 14 16
ENSG00000305849 0 0 1 0 0 0
ENSG00000305851 0 0 1 0 2 0
ENSG00000305852 1 0 2 8 23 13
ENSG00000305853 0 2 0 0 0 0
ENSG00000305854 1 2 0 3 0 1
ENSG00000305856 0 0 2 0 0 0
ENSG00000305859 5 1 9 0 6 3
ENSG00000305861 1 0 0 0 0 0
ENSG00000305862 16 8 9 2 0 0
ENSG00000305864 0 2 0 1 0 0
ENSG00000305865 0 0 1 0 0 0
ENSG00000305866 42 38 33 81 138 48
ENSG00000305868 1 0 15 4 26 0
ENSG00000305869 0 1 0 0 0 1
ENSG00000305875 1 3 3 4 6 3
ENSG00000305877 0 1 0 0 0 0
ENSG00000305878 0 0 0 0 0 1
ENSG00000305880 327 264 262 66 49 86
ENSG00000305883 0 0 3 0 0 0
ENSG00000305885 0 0 3 0 0 0
ENSG00000305887 4 4 5 2 3 1
ENSG00000305888 0 0 0 2 0 0
ENSG00000305889 6 1 7 0 1 0
ENSG00000305890 0 2 1 1 3 7
ENSG00000305896 0 2 1 0 0 0
ENSG00000305899 0 1 0 0 1 0
ENSG00000305900 1 15 0 0 1 0
ENSG00000305901 42 36 39 132 125 106
ENSG00000305902 2 2 0 5 12 0
ENSG00000305903 0 1 0 0 0 0
ENSG00000305905 1 0 0 0 0 0
ENSG00000305910 0 1 1 2 0 0
ENSG00000305911 1 0 0 0 0 0
ENSG00000305914 2.00001 0 0 0 0.99999 1
ENSG00000305917 0 0 1 0 0 0
ENSG00000305918 2 0 1 3 0 2
ENSG00000305920 32 15 24 0 0 0
ENSG00000305924 0 0 0 0 2 1
ENSG00000305926 0 0 2 0 0 0
ENSG00000305929 2 0 0 0 0 0
ENSG00000305932 14 46 54 9 0 6
ENSG00000305936 27 7 18 30 19 25
ENSG00000305937 5 6 3 7 12 0
ENSG00000305939 2.00001 2 9 16 5 0
ENSG00000305943 5 6 0 4 0 0
ENSG00000305948 0 0 0 18 8 23
ENSG00000305950 18 10 11 3 1 3
ENSG00000305951 45 60 35 85 71 96
ENSG00000305954 9 10 8 13 11 11
ENSG00000305957 0 75 89 0 0 0
ENSG00000305959 20 15 14 34 30 12
ENSG00000305960 8 1 0 13 15 10
ENSG00000305964 10 9 12 23 19 10
ENSG00000305965 0 0 1 1 0 1
ENSG00000305966 0 1 0 0 0 0
ENSG00000305967 0 1 1 0 0 1
ENSG00000305969 14 5 6 11 2 8
ENSG00000305970 46 16 33.00001 26 17 17
ENSG00000305971 2 1 2 0 0 1
ENSG00000305972 0 0 0 1 0 0
ENSG00000305980 2 1 1 0 0 0
ENSG00000305982 0 0 1 0 0 0
ENSG00000305983 52.00001 38 52 30 19 14
ENSG00000305985 12 13 4 1 0 3
ENSG00000305986 0 0 3 0 0 0
ENSG00000305988 2 4 3 0 4 0
ENSG00000305995 4 3 2 2 0 0
ENSG00000305998 0 2 0 0 0 0
ENSG00000306000 13 7 12 0 0 1
ENSG00000306004 2 2 0 0 0 0
ENSG00000306006 0 0 0 1 0 0
ENSG00000306007 0 0 0 0 1 0
ENSG00000306008 0 0 0 0 0 2
ENSG00000306009 0 6 0 0 0 0
ENSG00000306014 7 8 3 1 0 3
ENSG00000306015 3 1 3 0 4 1
ENSG00000306018 0 0 0 2 0 0
ENSG00000306022 7 0 5 4 1 0
ENSG00000306023 1 1 0 1 5 2
ENSG00000306025 3 9 1 0 1 0
ENSG00000306026 0 0 0 4 2 0
ENSG00000306027 0 0 0 13 0 0
ENSG00000306028 8 4 9 0 0 0
ENSG00000306030 0 0 0 1 0 0
ENSG00000306031 8 3 2 0 0 0
ENSG00000306033 9 9 5 7 3 7
ENSG00000306034 0 1 0 0 0 0
ENSG00000306037 26 22 23 11 15 8
ENSG00000306042 0 0 0 0 1 0
ENSG00000306045 0 0 0 1 0 2
ENSG00000306051 3 2 3 0 0 0
ENSG00000306052 0 0 0 3 1 0
ENSG00000306053 12 7 4 19 11 11
ENSG00000306056 2 1 9 1 19 8
ENSG00000306057 2 3 0 0 0 0
ENSG00000306061 0 0 1 0 0 0
ENSG00000306064 6 8 10 5 2 5
ENSG00000306065 1 0 0 3 1 0
ENSG00000306066 1 0 0 0 0 0
ENSG00000306067 0 1 0 0 0 0
ENSG00000306069 1 0 0 0 2 0
ENSG00000306070 0 2 1 6 0 0
ENSG00000306073 1 6 5 0 0 0
ENSG00000306076 0 0 1 0 1 1
ENSG00000306078 1 1 3 0 0 0
ENSG00000306081 3 2 2 0 0 1
ENSG00000306082 5 2 1 0 0 0
ENSG00000306083 49 61 48 44 20 15
ENSG00000306089 0 0 0 5 1 3
ENSG00000306092 6 3 0 0 0 0
ENSG00000306093 0 0 0 1 1 0
ENSG00000306094 43 39 42 75 52 65
ENSG00000306097 2 1 1 0 0 0
ENSG00000306098 0 1 0 0 0 0
ENSG00000306099 4 0 1 0 3 1
ENSG00000306100 37 33 32.00001 38.00001 27 17
ENSG00000306101 1 2 4 1 1 1
ENSG00000306104 1 2 0 3 2 0
ENSG00000306106 0 2 0 0 0 0
ENSG00000306107 0 1 0 0 0 0
ENSG00000306108 65 25 49 61 64 32
ENSG00000306115 0 1 0 0 0 0
ENSG00000306116 0 1 0 0 0 0
ENSG00000306117 1 0 2 2 0 0
ENSG00000306119 0 0 0 1 0 0
ENSG00000306120 0 1 0 0 0 0
ENSG00000306126 6 3 9 37.99999 18 34
ENSG00000306131 30 24 56 80 106 55
ENSG00000306132 0 1 1 0 0 0
ENSG00000306137 0 1 0 0 0 0
ENSG00000306142 1 0 1 0 0 1
ENSG00000306148 1 0 0 0 0 0
ENSG00000306154 1 1 0 1 0 0
ENSG00000306160 1 0 2 0 0 0
ENSG00000306162 27 24 24 31 23 27
ENSG00000306163 0 1 0 0 0 0
ENSG00000306164 0 1 0 0 0 1
ENSG00000306166 0 0 0 0 1 0
ENSG00000306167 0 3 0 0 1 0
ENSG00000306168 5 9 4 1 4 3
ENSG00000306172 0 0 0 0 2 0
ENSG00000306173 0 0 3 2 1 0
ENSG00000306175 1 1 1 3 0 1
ENSG00000306176 0 0 1 0 0 0
ENSG00000306179 8 2 4 0 1 0
ENSG00000306180 0 0 0 0 1 0
ENSG00000306181 0 0 1 5 0 0
ENSG00000306182 5 2 7 1 0 0
ENSG00000306186 0 1 2 0 0 0
ENSG00000306189 0 0 2 0 0 0
ENSG00000306190 17 7 5 5 1 17
ENSG00000306191 1 3 0 0 0 0
ENSG00000306193 1 0 0 5 2.00001 1
ENSG00000306196 0 1 2 0 0 0
ENSG00000306197 20 10 12 7 9 9
ENSG00000306198 0 0 0 1 2 0
ENSG00000306199 0 0 0 0 1 0
ENSG00000306205 4 7 6 5 3 2
ENSG00000306206 435 587 643 291 1343.00001 594
ENSG00000306209 1 0 0 0 0 0
ENSG00000306211 1.00002 1.00002 0 0 0 0
ENSG00000306212 1 0 1 0 1 0
ENSG00000306213 12 8 12 1 1 3
ENSG00000306214 0 1 3 0 0 0
ENSG00000306216 0 0 0 0 3 0
ENSG00000306218 0 0 0 1 0 0
ENSG00000306221 0 1 0 0 0 0
ENSG00000306223 9 9 5 4 0 2
ENSG00000306224 2 1 0 0 0 1
ENSG00000306225 0 0 1 0 0 1
ENSG00000306226 0 0 2 0 0 0
ENSG00000306227 0 0 1 14 1 5
ENSG00000306228 3 4 2 1 0 1
ENSG00000306229 0 0 0 1 0 0
ENSG00000306232 9 7 7 4 2 6
ENSG00000306233 0 0 3 2 0 0
ENSG00000306237 0 0 1 0 0 0
ENSG00000306243 1 0 0 0 0 0
ENSG00000306244 1 2 3 1 0 0
ENSG00000306245 0 0 0 1 1 0
ENSG00000306247 9 5 3 7 1 3
ENSG00000306250 17 13 15 1 0 0
ENSG00000306251 1 0 0 0 0 0
ENSG00000306252 4 6 0 0 0 0
ENSG00000306255 0 3 0 0 0 0
ENSG00000306257 21 15 18 16 11 0
ENSG00000306258 0 0 0 0 1 0
ENSG00000306259 0 0 1 0 0 0
ENSG00000306261 1 0 0 0 0 0
ENSG00000306262 0 2 0 0 0 0
ENSG00000306266 0 0 1 0 0 0
ENSG00000306272 0 0 0 0 3 0
ENSG00000306273 2 2 1 0 0 0
ENSG00000306274 0 0 3 0 0 0
ENSG00000306276 0 0 0 0 0 1
ENSG00000306277 21 16 14 14 10 15
ENSG00000306278 12 6 10 0 0 0
ENSG00000306279 0 0 0 4 0 0
ENSG00000306282 21 14 19 0 0 0
ENSG00000306285 33 32 36 8 7 1
ENSG00000306287 1 2 1 0 0 0
ENSG00000306288 1 0 1 2 0 3
ENSG00000306290 2 4 4 6 2 4
ENSG00000306291 2 5 4 8 5 1
ENSG00000306293 0 2 1 0 0 0
ENSG00000306294 0 2 0 0 0 0
ENSG00000306297 12 18 12 34 22 3
ENSG00000306298 0 1 0 0 0 0
ENSG00000306302 0 2 1 0 0 0
ENSG00000306303 0 0 0 3 0 0
ENSG00000306311 0 0 0 0 1 0
ENSG00000306312 0 0 1 0 0 0
ENSG00000306313 1 0 0 0 0 0
ENSG00000306314 5 13 7 0 0 0
ENSG00000306316 82.00001 81.99999 86.99998 73 137 54.00001
ENSG00000306320 16 12 9 4 8 4
ENSG00000306321 8 1 1 3 1 0
ENSG00000306328 0 0 0 0 2 0
ENSG00000306329 8 0 0 0 0 1
ENSG00000306330 2 2 1 0 1 1
ENSG00000306331 7 6 6 0 0 0
ENSG00000306332 0 1 0 0 0 0
ENSG00000306334 0 1 0 0 0 0
ENSG00000306335 1 10 2 2 3 3
ENSG00000306337 9 2 7 0 0 0
ENSG00000306338 27 19 20 9 14 3
ENSG00000306339 32 18 37 70 45 18
ENSG00000306342 2 0 3 0 0 0
ENSG00000306343 1 0 0 0 0 0
ENSG00000306344 2 1 0 0 0 0
ENSG00000306346 1 0 2 1 3 0
ENSG00000306352 0 0 2 0 0 0
ENSG00000306354 8 15 18 1 1 2
ENSG00000306355 0 0 4 0 0 0
ENSG00000306363 20 16 15 0 0 0
ENSG00000306366 10 18 12 2 2 3
ENSG00000306369 0 0 25 0 0 0
ENSG00000306370 0 0 0 1 0 0
ENSG00000306371 0 1 0 0 0 0
ENSG00000306372 0 0 2 0 0 0
ENSG00000306377 0 0 0 0 0 1
ENSG00000306378 0 0 1 2 0 0
ENSG00000306382 5 3 5 2 3 3
ENSG00000306384 0 2 0 0 0 0
ENSG00000306389 0 0 0 1 0 0
ENSG00000306393 0 1 1 0 0 0
ENSG00000306394 1 3 0 1 0 0
ENSG00000306396 0 11 0 0 0 0
ENSG00000306397 0 0 0 2 0 0
ENSG00000306400 1 8 0 3 17 3
ENSG00000306403 4 3 5 9 10 9
ENSG00000306408 1 0 1 0 0 0
ENSG00000306411 0 1 1 0 0 0
ENSG00000306413 2 0 5 24 4 6
ENSG00000306416 3 1 2 0 1 0
ENSG00000306422 0 0 1 1 0 0
ENSG00000306424 6 7 9 2 0 1
ENSG00000306426 0 0 0 10 5 2
ENSG00000306428 3 5 0 1 0 0
ENSG00000306429 2 0 0 0 0 0
ENSG00000306431 2 2 0 0 1 0
ENSG00000306433 14 6 5 2 0 0
ENSG00000306434 1.99999 0 3 1 0.99999 0
ENSG00000306435 0 0 0 0 1 0
ENSG00000306436 1 6 4 0 0 0
ENSG00000306440 1 0 0 0 0 0
ENSG00000306443 1 1 0 0 0 0
ENSG00000306444 22 18 18 0 2 2
ENSG00000306450 0 0 0 0 3 0
ENSG00000306453 1 0 0 0 0 0
ENSG00000306455 3 6 15 12 0 1
ENSG00000306456 0 2 1 2 1 0
ENSG00000306457 60 53 60 23 9 16
ENSG00000306458 88 66 71 37 30 39
ENSG00000306461 0 3 2 0 0 0
ENSG00000306463 3 3 7 0 1 0
ENSG00000306465 1 0 0 0 0 0
ENSG00000306467 0 1 0 0 0 0
ENSG00000306468 7 2 9 1 1 1
ENSG00000306469 0 0 0 0 0 1
ENSG00000306471 8 8 4 54 9 18
ENSG00000306475 2 0 5 0 0 0
ENSG00000306476 15 15 12 0 1 1
ENSG00000306477 0 2 1 0 0 0
ENSG00000306479 0 0 0 5 2 1
ENSG00000306481 0 1 3 0 0 0
ENSG00000306482 53 34 58 41 31 29
ENSG00000306486 2 1 1 3 0 0
ENSG00000306493 0 4 2 0 0 0
ENSG00000306496 0 0 0 0 0 1
ENSG00000306498 0 0 0 1 0 0
ENSG00000306499 1 0 1 0 0 0
ENSG00000306502 0 1 0 0 2 2
ENSG00000306504 0 0 0 0 1 0
ENSG00000306506 72 50 66 21 20 29
ENSG00000306507 0 0 3 2 0 0
ENSG00000306510 5 4 4 8 0 1
ENSG00000306512 4 1 0 0 0 0
ENSG00000306514 59 6 3 2 0 1
ENSG00000306515 7 17 18 10 13 20
ENSG00000306517 3 1 1 0 1 0
ENSG00000306519 1 0 0 1 3 2
ENSG00000306520 12 6 11 33 11 19
ENSG00000306533 50 40 31 19 27 14
ENSG00000306534 0 0 0 0 0 6
ENSG00000306538 3 0 9 1 0 1
ENSG00000306539 1 0 0.99999 13 9 18
ENSG00000306540 0 2 1 0 0 0
ENSG00000306541 0 0 0 0 0.99999 0
ENSG00000306542 8 14 18 6 1 3
ENSG00000306543 3 8 10 1 1 0
ENSG00000306544 0 1 0 0 0 0
ENSG00000306548 0 1 0 0 0 0
ENSG00000306555 0 1 1 0 0 0
ENSG00000306557 1 5.99999 7 0 0 0
ENSG00000306558 1 1 1 0 0 0
ENSG00000306559 7 5 9 0 0 2
ENSG00000306565 0 0 0 1 0 0
ENSG00000306566 0 0 1 0 0 0
ENSG00000306567 0 0 0 0 1 0
ENSG00000306568 0 0 0 0 1 0
ENSG00000306569 4 5 1 2 1 0
ENSG00000306571 2 0 0 0 0 0
ENSG00000306573 3 2 2 0 0 0
ENSG00000306574 0 0 0 0 0 1
ENSG00000306578 0 0 0 2 0 0
ENSG00000306579 3 1 3 2 0 1
ENSG00000306580 3 2 0 0 0 0
ENSG00000306582 0 2 0 0 0 0
ENSG00000306583 14 20 22 14 1 9
ENSG00000306584 1 1 1 0 0 0
ENSG00000306585 0 0 4 0 0 0
ENSG00000306587 1 1 1 10 4 6
ENSG00000306589 0 2 0 0 0 0
ENSG00000306591 0 0 0 0.99999 0 0
ENSG00000306593 3 2 4 5 2 1
ENSG00000306596 1 0 0 0 0 0
ENSG00000306597 6 4 4 0 0 1
ENSG00000306599 0 0 1 0 0 0
ENSG00000306600 1 0 1 0 0 1
ENSG00000306602 1 1 1 0 1 0
ENSG00000306605 15 16 32 76 93 20
ENSG00000306606 1 0 0 0 0 0.99999
ENSG00000306607 0 0 0 0 0 1
ENSG00000306608 0 0 0 1 1 0
ENSG00000306609 0 0 1 0 0 0
ENSG00000306610 0 0 1 1 0 0
ENSG00000306611 0 0 0 1 0 0
ENSG00000306613 2 0 4 0 0 0
ENSG00000306614 1 0 0 0 0 0
ENSG00000306616 1 0 1 6 4 10
ENSG00000306617 0 1 0 0 0 0
ENSG00000306619 0 0 1 0 0 0
ENSG00000306620 24 10 7 1 3 3
ENSG00000306621 1 0 1 7 2 4
ENSG00000306625 1 4 0 4 0.99999 2.00001
ENSG00000306627 1 0 1 0 0 0
ENSG00000306630 2 1.00002 0 0 0 0
ENSG00000306634 7 1 4 1 0 0
ENSG00000306635 235.00001 189 185.99999 104 82 99
ENSG00000306636 0 7 0 0 0 0
ENSG00000306637 4 8 3 8 0 1
ENSG00000306644 66 59 60 116 214.99999 71
ENSG00000306646 1 0 0 0 1 0
ENSG00000306650 0 0 3 0 0 0
ENSG00000306651 0 2 0 0 0 0
ENSG00000306654 4 5 7 2 0 1
ENSG00000306661 0 0 1 0 0 0
ENSG00000306662 0 0 0 1 0 0
ENSG00000306663 32 14 24 12 2 12
ENSG00000306665 0 0 0 0 0 2
ENSG00000306666 6 5 6 10 6 8
